url,selector,price,company
https://www.revolutionrace.no/herre/overdeler/fleece/sherpa-hoodie-men-2-0?Size=4XL&Color=2288&ab_version=B&gad_source=1&gclid=CjwKCAjw7pO_BhAlEiwA4pMQvEVpkSPVxmBKsBbA_ELvu5HADcde1ntav9uU_l-XOdIeClC3831sqRoCdkAQAvD_BwE,div.pdp-summary:nth-child(2) > div:nth-child(1) > div:nth-child(2) > span:nth-child(1) > span:nth-child(1),1199,rvrc
